time="2026-09-19T08:55:07Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
time="2026-09-19T08:55:07Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.hardware.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
x1000c0s0b1-1  | INFO:root:Starting update thread
x1000c0s0b1-1  | INFO:root:AUTH_CONFIG=root:JNntv9kcFW:Administrator
x1000c0s0b1-1  | DEBUG:root:set_auth_from_env called
x1000c0s0b1-1  | DEBUG:root:set_users called
x1000c0s0b1-1  | DEBUG:root:Using accounts from env
x1000c0s0b1-1  | INFO:root:Mockup folder
x1000c0s0b1-1  | INFO:root:Init ResourceDictionary.
x1000c0s0b1-1  | INFO:root:Generic init called for type, EX425
x1000c0s0b1-1  | INFO:root:CreatePower put called
x1000c0s0b1-1  | DEBUG:root:added config for Node1/Controls/NodePowerLimit
x1000c0s0b1-1  | INFO:root:CreatePower put called
x1000c0s0b1-1  | DEBUG:root:added config for Node0/Controls/NodePowerLimit
x1000c0s0b1-1  | INFO:root:Detected power limit schema is HPE Cray EX
x1000c0s0b1-1  | INFO:root:CreateComputerSystem called
x1000c0s0b1-1  | DEBUG:root:added config for Systems/Node0
x1000c0s0b1-1  | INFO:root:CreateComputerSystem called
x1000c0s0b1-1  | DEBUG:root:added config for Systems/Node1
x1000c0s0b1-1  | INFO:root:CreateManager called
x1000c0s0b1-1  | DEBUG:root:added config for Manager/BMC
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Node1.HPCNet0
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for BMC
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Node1.ManagementEthernet
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for FPGA0
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Node0.HPCNet0
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Node1.BIOS
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Bootloader
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Node0.BIOS
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for FPGA1
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Recovery
x1000c0s0b1-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s0b1-1  | DEBUG:root:added config for Node0.ManagementEthernet
x1000c0s0b1-1  | INFO:root:CreateEventService put called
x1000c0s0b1-1  | INFO:root:Using HPE Cray EX redfish event schema
x1000c0s0b1-1  | INFO:root:Using HPE Cray EX redfish event schema
x1000c0s0b1-1  | DEBUG:root:added config for AccountService/2 - operator
x1000c0s0b1-1  | DEBUG:root:added config for AccountService/3 - guest
x1000c0s0b1-1  | DEBUG:root:added config for AccountService/1 - root
x1000c0s0b1-1  | DEBUG:root:added config for AccountService
x1000c0s0b1-1  | DEBUG:root:added config for SessionService
x1000c0s0b1-1  | INFO:root:CreateCert called
x1000c0s0b1-1  | DEBUG:root:added config for /redfish/v1/Managers/BMC/NetworkProtocol/HTTPS/Certificates/1
x1000c0s0b1-1  | INFO:root:CreateNetworkProtocol called
x1000c0s0b1-1  | DEBUG:root:added config for BMC/NetworkProtocol
x1000c0s0b1-1  |  * Redfish endpoint at localhost:443
x1000c0s0b1-1  | EX425
x1000c0s0b1-1  |  * Use HTTPS
x1000c0s0b1-1  |  * Running in Redfish mode
x1000c0s0b1-1  |  * Serving Flask app 'g' (lazy loading)
x1000c0s0b1-1  |  * Environment: production
x1000c0s0b1-1  |    WARNING: This is a development server. Do not use it in a production deployment.
x1000c0s0b1-1  |    Use a production WSGI server instead.
x1000c0s0b1-1  |  * Debug mode: off
x1000c0s0b1-1  | INFO:werkzeug: * Running on all addresses (0.0.0.0)
x1000c0s0b1-1  |    WARNING: This is a development server. Do not use it in a production deployment.
x1000c0s0b1-1  |  * Running on https://127.0.0.1:443
x1000c0s0b1-1  |  * Running on https://172.18.0.20:443 (Press CTRL+C to quit)
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.45 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:root:ManagerNetworkProtocolAPI PATCH called
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.45 - - [19/Sep/2026 08:25:53] "PATCH /redfish/v1/Managers/BMC/NetworkProtocol HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "[32mGET /redfish/v1 HTTP/1.1[0m" 308 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/AccountService HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/SessionService HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:root:EventServiceAPI init called
x1000c0s0b1-1  | INFO:root:EventServiceAPI GET called
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/EventService HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/TaskService HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/UpdateService HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Node0 HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Node0/Power HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Node1 HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Node1/Power HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Enclosure HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Enclosure/Power HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Mezz0 HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Chassis/Mezz0/Power HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Managers HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Managers/BMC HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Managers/MCU0 HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Systems HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Systems/Node0 HTTP/1.1" 200 -
x1000c0s0b1-1  | INFO:werkzeug:172.18.0.43 - - [19/Sep/2026 08:25:53] "GET /redfish/v1/Systems/Node0/ResetActionInfo HTTP/1.1" 200 -
